Name,BLDG_CH,BLDG_NUM,NUM_APTS_C,NUM_FLOORS,Position X,Position Y,Position Z,STREET_COD
4411,,,,,179934.0613,654482.3456,60.3626,
Attribute Definition,,,,,179934.0613,654484.7959,60.3626,
2612,,,,,179937.2583,654713.2540,0.0000,
Attribute Definition,,,,,179935.9191,654713.7495,0.0000,
Attribute Definition,,,,,179935.7703,654713.5471,0.0000,
Attribute Definition,,,,,179944.3338,654715.6469,0.0000,
Attribute Definition,,,,,180049.9139,654440.9774,63.8550,
2612,,,,,179945.8269,654715.3527,0.0000,
Attribute Definition,,,,,179944.4831,654715.8500,0.0000,
Attribute Definition,,,,,179824.0144,654488.3727,56.7176,
4411,,,,,179843.7736,654474.9759,57.0650,
Attribute Definition,,,,,179843.7736,654477.4262,57.0650,
Attribute Definition,,,,,179843.7736,654473.9258,57.0650,
Attribute Definition,,,,,179834.8849,654483.5975,56.8400,
4411,,,,,179834.8849,654485.9315,56.8400,
Attribute Definition,,,,,179834.8849,654488.3818,56.8400,
Attribute Definition,,,,,179834.8849,654484.8814,56.8400,
Attribute Definition,,,,,179668.3217,654690.3591,57.1567,
4411,,,,,179824.0144,654489.4229,56.7176,
Attribute Definition,,,,,179824.0144,654491.8731,56.7176,
Attribute Definition,,,,,179668.3217,654691.6430,57.1567,
Attribute Definition,,,,,179843.7736,654472.6419,57.0650,
4411,,,,,179668.3217,654692.6931,57.1567,
Attribute Definition,,,,,179668.3217,654695.1434,57.1567,
Attribute Definition,,,,,179891.6418,654508.2451,0.0000,
2430,,,,,180094.6716,654721.7990,63.3770,
Attribute Definition,,,,,180094.6716,654722.2990,63.3770,
2602,,,,,179891.6418,654508.2334,0.0000,
Attribute Definition,,,,,180116.6721,654661.6350,0.0000,
2602,,,,,180055.4761,654437.9479,0.0000,
Attribute Definition,,,,,180055.4761,654437.9550,0.0000,
2430,,,,,180120.4827,654687.3394,63.7432,
Attribute Definition,,,,,180120.4827,654687.3434,63.7432,
Attribute Definition,,,,,180120.4704,654687.3417,63.7432,
Attribute Definition,,,,,180120.7739,654667.1892,63.9832,
Attribute Definition,,,,,180093.1127,654722.0948,63.3770,
2430,,,,,180120.7862,654667.1869,63.9832,
Attribute Definition,,,,,180120.7862,654667.1908,63.9832,
2602,,,,,180116.6721,654661.1350,0.0000,
Attribute Definition,,,,,179969.0258,654692.3166,0.0000,
2604,,,,,179971.9222,654667.2711,0.0000,
Attribute Definition,,,,,179971.9222,654667.4271,0.0000,
Attribute Definition,,,,,179969.9773,654692.5076,0.0000,
Attribute Definition,,,,,179975.1325,654694.5392,0.0000,
Attribute Definition,,,,,179974.1256,654694.3371,0.0000,
2604,,,,,179969.9773,654692.0399,0.0000,
2604,,,,,180028.9190,654420.2935,0.0000,
Attribute Definition,,,,,180028.9190,654420.5281,0.0000,
Attribute Definition,,,,,180028.4418,654420.4323,0.0000,
Attribute Definition,,,,,180019.5917,654437.9290,0.0000,
Attribute Definition,,,,,179971.6047,654667.3634,0.0000,
2604,,,,,180020.5246,654437.6577,0.0000,
Attribute Definition,,,,,180020.5246,654438.1162,0.0000,
Attribute Definition,,,,,179851.3100,654698.2832,56.7845,
Attribute Definition,,,,,179851.1002,654698.2558,56.7845,
2430,,,,,179842.7866,654707.1248,56.6045,
2430,,,,,179851.3100,654698.2159,56.7845,
2430,,,,,179858.1491,654697.5650,57.3245,
Attribute Definition,,,,,179858.1491,654697.6290,57.3245,
Attribute Definition,,,,,179857.9495,654697.6029,57.3245,
Attribute Definition,,,,,179854.7389,654719.3474,57.5045,
2430,,,,,179871.4860,654718.0012,58.3145,
Attribute Definition,,,,,179871.4860,654718.0778,58.3145,
Attribute Definition,,,,,179854.9307,654719.3726,57.5045,
Attribute Definition,,,,,179842.7866,654707.1588,56.6045,
Attribute Definition,,,,,179842.6807,654707.1449,56.6045,
2430,,,,,179854.9307,654719.3110,57.5045,
Attribute Definition,,,,,179867.4524,654689.9240,57.6845,
Attribute Definition,,,,,180080.1069,654687.1799,63.5032,
Attribute Definition,,,,,180080.0461,654687.1720,63.5032,
2430,,,,,180051.7654,654703.6173,63.3870,
2430,,,,,180080.1069,654687.1604,63.5032,
2430,,,,,180120.1165,654674.2819,63.9832,
Attribute Definition,,,,,180120.1165,654674.2859,63.9832,
Attribute Definition,,,,,180120.1042,654674.2843,63.9832,
Attribute Definition,,,,,180065.9274,654696.1271,63.5670,
2430,,,,,179867.6321,654689.8899,57.6845,
Attribute Definition,,,,,179867.6321,654689.9476,57.6845,
Attribute Definition,,,,,180066.0599,654696.1444,63.5670,
Attribute Definition,,,,,180051.7654,654703.6363,63.3870,
Attribute Definition,,,,,180051.7062,654703.6285,63.3870,
2430,,,,,180066.0599,654696.1019,63.5670,
2604,,,,,179975.1325,654694.0443,0.0000,
2605,,,,,179887.9941,654494.1859,0.0000,
Circle,,,,,,,,
Attribute Definition,,,,,179887.9941,654494.2557,0.0000,
Attribute Definition,,,,,180114.4909,654687.6658,0.0000,
Attribute Definition,,,,,179874.6731,654716.6920,0.0000,
2605,,,,,180114.4909,654686.8711,0.0000,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,179919.9783,654464.9241,0.0000,
2605,,,,,179903.2410,654500.2677,0.0000,
2605,,,,,179919.9783,654464.1350,0.0000,
2605,,,,,179912.8554,654499.6100,0.0000,
Circle,,,,,,,,
Attribute Definition,,,,,179912.8554,654500.4057,0.0000,
Circle,,,,,,,,
2605,,,,,179910.9598,654690.2359,0.0000,
Circle,,,,,,,,
Attribute Definition,,,,,179910.9598,654690.3710,0.0000,
Attribute Definition,,,,,179908.9445,654678.1368,0.0000,
Attribute Definition,,,,,179943.1685,654663.3374,0.0000,
2605,,,,,179908.9445,654678.0166,0.0000,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,180045.6297,654463.9905,0.0000,
2605,,,,,179874.6731,654716.5733,0.0000,
2605,,,,,180045.6297,654463.1948,0.0000,
2605,,,,,179919.0534,654665.0649,0.0000,
Circle,,,,,,,,
Attribute Definition,,,,,179919.0534,654665.8212,0.0000,
Attribute Definition,,,,,179674.5283,654719.4617,0.0000,
2604,,,,,180128.4325,654699.2713,0.0000,
Attribute Definition,,,,,180128.4325,654699.2713,0.0000,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,179675.1311,654719.3844,0.0000,
2605,,,,,179674.5283,654719.1603,0.0000,
2604,,,,,179909.1581,654701.6226,0.0000,
Attribute Definition,,,,,179909.1581,654701.6772,0.0000,
Attribute Definition,,,,,179909.0471,654701.6549,0.0000,
Attribute Definition,,,,,179909.8392,654708.0270,0.0000,
Attribute Definition,,,,,180128.4325,654699.2713,0.0000,
2604,,,,,179909.9663,654707.9901,0.0000,
Attribute Definition,,,,,179909.9663,654708.0525,0.0000,
2605,,,,,179675.1311,654719.0584,0.0000,
Attribute Definition,,,,,179880.3667,654511.2655,0.0000,
2605,,,,,179669.4246,654507.3280,0.0000,
Circle,,,,,,,,
Circle,,,,,,,,
Circle,,,,,,,,
Attribute Definition,,,,,179903.2410,654501.0635,0.0000,
2605,,,,,179880.3667,654510.4698,0.0000,
2605,,,,,179650.2750,654720.9614,0.0000,
Circle,,,,,,,,
Attribute Definition,,,,,179650.2750,654721.6668,0.0000,
Attribute Definition,,,,,179686.3640,654518.7314,0.0000,
Attribute Definition,,,,,179669.4246,654508.0649,0.0000,
2605,,,,,179686.3640,654518.6664,0.0000,
Circle,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
Attribute Definition,,,,,179696.6642,654495.9603,56.1560,
1502,,,,,179699.4707,654493.9977,55.5260,
Attribute Definition,,,,,179699.4707,654495.1480,55.5260,
Attribute Definition,,,,,179696.6642,654497.2442,56.1560,
Attribute Definition,,,,,179687.3907,654517.9651,57.1460,
1502,,,,,179696.6642,654498.3943,56.1560,
Attribute Definition,,,,,179696.6642,654499.5446,56.1560,
Attribute Definition,,,,,179661.4431,654702.9986,52.6900,
Attribute Definition,,,,,179661.4431,654701.7147,52.6900,
1502,,,,,179646.4854,654709.9432,51.2500,
Attribute Definition,,,,,179661.4431,654705.2990,52.6900,
Attribute Definition,,,,,179699.4707,654492.8476,55.5260,
Attribute Definition,,,,,179699.4707,654491.5637,55.5260,
1502,,,,,179661.4431,654704.1487,52.6900,
Attribute Definition,,,,,179687.3907,654519.2490,57.1460,
1502,,,,,179693.4543,654530.9906,56.4515,
Attribute Definition,,,,,179693.4543,654532.1409,56.4515,
Attribute Definition,,,,,179693.4543,654529.8405,56.4515,
Attribute Definition,,,,,179693.4965,654518.9008,56.7665,
1502,,,,,179693.4965,654521.3349,56.7665,
Attribute Definition,,,,,179693.4965,654522.4851,56.7665,
Attribute Definition,,,,,179693.4965,654520.1848,56.7665,
Attribute Definition,,,,,179696.4950,654521.8046,56.6060,
1502,,,,,179687.3907,654520.3991,57.1460,
Attribute Definition,,,,,179687.3907,654521.5494,57.1460,
Attribute Definition,,,,,179696.4950,654523.0885,56.6060,
Attribute Definition,,,,,179693.4543,654528.5566,56.4515,
1502,,,,,179696.4950,654524.2386,56.6060,
Attribute Definition,,,,,179696.4950,654525.3889,56.6060,
1502,,,,,179762.8639,654370.0104,55.5650,
Attribute Definition,,,,,179762.8639,654371.1607,55.5650,
Attribute Definition,,,,,179762.8639,654368.8603,55.5650,
Attribute Definition,,,,,179748.5183,654371.7664,55.2519,
1502,,,,,179748.5183,654374.2004,55.2519,
Attribute Definition,,,,,179748.5183,654375.3507,55.2519,
Attribute Definition,,,,,179748.5183,654373.0503,55.2519,
Attribute Definition,,,,,179745.1694,654376.7318,55.1169,
Polyline,,,,,,,,
Polyline,,,,,,,,
Attribute Definition,,,,,179745.1694,654378.0157,55.1169,
Attribute Definition,,,,,179762.8639,654367.5764,55.5650,
1502,,,,,179745.1694,654379.1658,55.1169,
Attribute Definition,,,,,179745.1694,654380.3161,55.1169,
Attribute Definition,,,,,179754.7943,654374.6828,55.0719,
Attribute Definition,,,,,179675.1961,654718.5210,55.0300,
Attribute Definition,,,,,179675.1961,654716.2206,55.0300,
Attribute Definition,,,,,179675.1961,654714.9367,55.0300,
1502,,,,,179675.1961,654717.3707,55.0300,
Attribute Definition,,,,,179646.4854,654711.0934,51.2500,
Attribute Definition,,,,,179646.4854,654708.7931,51.2500,
Attribute Definition,,,,,179646.4854,654707.5091,51.2500,
1502,,,,,179754.7943,654377.1168,55.0719,
Attribute Definition,,,,,179754.7943,654378.2671,55.0719,
Attribute Definition,,,,,179754.7943,654375.9667,55.0719,
Attribute Definition,,,,,179761.6698,654377.2262,55.1169,
1502,,,,,179761.6698,654379.6603,55.1169,
Attribute Definition,,,,,179761.6698,654380.8105,55.1169,
Attribute Definition,,,,,179761.6698,654378.5101,55.1169,
Attribute Definition,,,,,179687.7695,654508.8759,57.8015,
1502,,,,,179877.4554,654483.1958,57.6883,
Attribute Definition,,,,,179877.4554,654484.3461,57.6883,
Attribute Definition,,,,,179877.4554,654482.0457,57.6883,
Attribute Definition,,,,,179889.2167,654472.7644,58.0933,
1502,,,,,179889.2167,654475.1984,58.0933,
Attribute Definition,,,,,179889.2167,654476.3487,58.0933,
Attribute Definition,,,,,179889.2167,654474.0483,58.0933,
Attribute Definition,,,,,179861.5188,654481.6395,57.5083,
1502,,,,,179850.6012,654492.6350,57.6883,
Attribute Definition,,,,,179850.6012,654493.7853,57.6883,
Attribute Definition,,,,,179861.5188,654482.9234,57.5083,
Attribute Definition,,,,,179877.4554,654480.7618,57.6883,
1502,,,,,179861.5188,654484.0735,57.5083,
Attribute Definition,,,,,179861.5188,654485.2238,57.5083,
Attribute Definition,,,,,179905.6144,654468.7886,55.6633,
Attribute Definition,,,,,179898.6752,654495.5816,56.7433,
Attribute Definition,,,,,179898.6752,654493.2812,56.7433,
Attribute Definition,,,,,179898.6752,654491.9973,56.7433,
1502,,,,,179898.6752,654494.4313,56.7433,
Attribute Definition,,,,,179889.1479,654500.7328,58.3183,
Attribute Definition,,,,,179889.1479,654498.4324,58.3183,
Attribute Definition,,,,,179889.1479,654497.1485,58.3183,
1502,,,,,179905.6144,654471.2227,55.6633,
Attribute Definition,,,,,179905.6144,654472.3729,55.6633,
Attribute Definition,,,,,179905.6144,654470.0726,55.6633,
Attribute Definition,,,,,179919.4313,654481.4576,59.4433,
1502,,,,,179919.4313,654483.8917,59.4433,
Attribute Definition,,,,,179919.4313,654485.0419,59.4433,
Attribute Definition,,,,,179919.4313,654482.7415,59.4433,
Attribute Definition,,,,,179682.9378,654516.1661,55.9115,
Attribute Definition,,,,,179682.9378,654513.8657,55.9115,
Attribute Definition,,,,,179682.9378,654512.5818,55.9115,
1502,,,,,179682.9378,654515.0158,55.9115,
Attribute Definition,,,,,179667.6936,654523.0098,55.7765,
Attribute Definition,,,,,179667.6936,654520.7094,55.7765,
Attribute Definition,,,,,179667.6936,654519.4255,55.7765,
1502,,,,,179687.7695,654511.3099,57.8015,
Attribute Definition,,,,,179687.7695,654512.4602,57.8015,
Attribute Definition,,,,,179687.7695,654510.1598,57.8015,
Attribute Definition,,,,,179662.2562,654510.7546,55.7765,
1502,,,,,179662.2562,654513.1886,55.7765,
Attribute Definition,,,,,179662.2562,654514.3389,55.7765,
Attribute Definition,,,,,179662.2562,654512.0385,55.7765,
1502,,,,,179667.6936,654521.8595,55.7765,
Attribute Definition,,,,,179885.3411,654496.3666,58.4533,
Attribute Definition,,,,,179885.3411,654495.0827,58.4533,
1502,,,,,179682.7939,654536.6125,55.9115,
Attribute Definition,,,,,179885.3411,654498.6670,58.4533,
Attribute Definition,,,,,179850.6012,654491.4849,57.6883,
Attribute Definition,,,,,179850.6012,654490.2010,57.6883,
1502,,,,,179885.3411,654497.5167,58.4533,
Attribute Definition,,,,,179669.2751,654532.2261,55.8665,
Attribute Definition,,,,,179669.2751,654529.9257,55.8665,
Attribute Definition,,,,,179669.2751,654528.6418,55.8665,
1502,,,,,179669.2751,654531.0758,55.8665,
Attribute Definition,,,,,179682.7939,654537.7628,55.9115,
Attribute Definition,,,,,179682.7939,654535.4624,55.9115,
Attribute Definition,,,,,179682.7939,654534.1785,55.9115,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
3D Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Polyline,,,,,,,,
Attribute Definition,,,,,180167.0800,654466.3399,64.2600,
2801,,,,,180276.8000,654522.7100,60.8900,
Attribute Definition,,,,,180276.8000,654524.8103,60.8900,
Attribute Definition,,,,,180276.8000,654520.5599,60.8900,
Attribute Definition,,,,,179967.0100,654646.0421,62.3300,
Attribute Definition,,,,,179967.0100,654652.8603,62.3300,
Attribute Definition,,,,,179967.0100,654648.6099,62.3300,
Attribute Definition,,,,,179967.0100,654647.3260,62.3300,
Attribute Definition,,,,,180276.7700,654539.0999,60.8300,
Attribute Definition,,,,,180276.7700,654537.8160,60.8300,
Attribute Definition,,,,,180276.7700,654536.5321,60.8300,
Attribute Definition,,,,,180276.7700,654543.3503,60.8300,
Attribute Definition,,,,,180276.8000,654519.2760,60.8900,
Attribute Definition,,,,,180276.8000,654517.9921,60.8900,
2801,,,,,180276.7700,654541.2500,60.8300,
2801,,,,,179967.0100,654650.7600,62.3300,
2801,,,,,180082.5400,654651.9200,64.4100,
Attribute Definition,,,,,180082.5400,654654.0203,64.4100,
Attribute Definition,,,,,180082.5400,654649.7699,64.4100,
Attribute Definition,,,,,180021.0300,654302.5621,61.8000,
Attribute Definition,,,,,180021.0300,654309.3803,61.8000,
Attribute Definition,,,,,180021.0300,654305.1299,61.8000,
Attribute Definition,,,,,180021.0300,654303.8460,61.8000,
Attribute Definition,,,,,180288.0700,654604.3599,61.6700,
Attribute Definition,,,,,180288.0700,654603.0760,61.6700,
Attribute Definition,,,,,180288.0700,654601.7921,61.6700,
Attribute Definition,,,,,180288.0700,654608.6103,61.6700,
Attribute Definition,,,,,180082.5400,654648.4860,64.4100,
Attribute Definition,,,,,180082.5400,654647.2021,64.4100,
2801,,,,,180288.0700,654606.5100,61.6700,
Attribute Definition,,,,,180298.9900,654652.0721,64.3400,
2801,,,,,180292.4100,654604.2900,61.7700,
Attribute Definition,,,,,180292.4100,654606.3903,61.7700,
Attribute Definition,,,,,180298.9900,654653.3560,64.3400,
2801,,,,,180298.9900,654656.7900,64.3400,
Attribute Definition,,,,,180298.9900,654658.8903,64.3400,
Attribute Definition,,,,,180298.9900,654654.6399,64.3400,
Attribute Definition,,,,,180291.6500,654635.3703,63.5600,
Attribute Definition,,,,,180291.6500,654631.1199,63.5600,
Attribute Definition,,,,,180291.6500,654629.8360,63.5600,
2801,,,,,180291.6500,654633.2700,63.5600,
Attribute Definition,,,,,180292.4100,654602.1399,61.7700,
Attribute Definition,,,,,180292.4100,654600.8560,61.7700,
Attribute Definition,,,,,180292.4100,654599.5721,61.7700,
Attribute Definition,,,,,180274.8600,654529.7921,61.4000,
Attribute Definition,,,,,180287.6100,654621.1421,62.6500,
2801,,,,,180281.0300,654559.3000,61.6600,
Attribute Definition,,,,,180281.0300,654561.4003,61.6600,
Attribute Definition,,,,,180287.6100,654622.4260,62.6500,
2801,,,,,180287.6100,654625.8600,62.6500,
Attribute Definition,,,,,180287.6100,654627.9603,62.6500,
Attribute Definition,,,,,180287.6100,654623.7099,62.6500,
Attribute Definition,,,,,180274.8600,654536.6103,61.4000,
Attribute Definition,,,,,180274.8600,654532.3599,61.4000,
Attribute Definition,,,,,180274.8600,654531.0760,61.4000,
2801,,,,,180274.8600,654534.5100,61.4000,
Attribute Definition,,,,,180281.0300,654557.1499,61.6600,
Attribute Definition,,,,,180281.0300,654555.8660,61.6600,
Attribute Definition,,,,,180281.0300,654554.5821,61.6600,
2801,,,,,180021.0300,654307.2800,61.8000,
